region,Date,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,year
0,2015-08-02,1223.94,17.66,103.62,0.0,1102.66,1102.66,0.0,0.0,2015
0,2015-08-09,1421.47,79.82,106.81,0.0,1234.84,1234.84,0.0,0.0,2015
0,2015-08-16,1467.23,24.56,168.41,0.0,1274.26,1274.26,0.0,0.0,2015
0,2015-08-23,1275.64,24.45,97.82,0.0,1153.37,1153.37,0.0,0.0,2015
0,2015-08-30,1239.16,17.27,65.08,0.0,1156.81,1156.81,0.0,0.0,2015
0,2015-09-06,1168.86,30.13,96.18,0.0,1042.55,1042.55,0.0,0.0,2015
0,2015-09-13,902.5,13.86,105.13,0.0,783.51,783.51,0.0,0.0,2015
0,2015-09-20,774.2,42.63,228.13,0.0,503.44,503.44,0.0,0.0,2015
0,2015-09-27,814.13,13.79,140.23,0.0,660.11,660.11,0.0,0.0,2015
0,2015-10-04,1145.88,5.74,165.26,0.0,974.88,964.68,10.2,0.0,2015
0,2015-10-11,1170.01,28.65,88.25,0.0,1053.11,1035.28,17.83,0.0,2015
0,2015-10-18,969.29,10.31,158.07,0.0,800.91,800.91,0.0,0.0,2015
0,2015-10-25,1161.9,49.27,148.96,0.0,963.67,963.67,0.0,0.0,2015
0,2015-11-01,1021.68,11.47,137.58,0.0,872.63,872.63,0.0,0.0,2015
0,2015-11-08,1332.27,20.08,351.4,0.0,960.79,960.79,0.0,0.0,2015
0,2015-11-15,1208.54,20.71,238.16,0.0,949.67,949.67,0.0,0.0,2015
0,2015-11-22,858.83,13.84,84.18,0.0,760.81,755.69,5.12,0.0,2015
0,2015-11-29,831.69,0.0,94.73,0.0,736.96,736.96,0.0,0.0,2015
0,2015-12-06,1158.42,90.29,104.18,0.0,963.95,948.52,15.43,0.0,2015
0,2015-12-13,995.96,10.44,178.7,0.0,806.82,806.82,0.0,0.0,2015
0,2015-12-20,1163.03,30.24,172.14,0.0,960.65,960.65,0.0,0.0,2015
0,2015-12-27,989.55,8.16,88.59,0.0,892.8,892.8,0.0,0.0,2015
0,2016-01-03,1145.5,7.0,187.9,0.0,950.6,950.6,0.0,0.0,2016
0,2016-01-10,1676.05,35.03,329.33,0.0,1311.69,1311.69,0.0,0.0,2016
0,2016-01-17,1496.73,66.63,430.17,0.0,999.93,992.14,7.79,0.0,2016
0,2016-01-24,1506.87,23.39,294.7,0.0,1188.78,1180.98,7.8,0.0,2016
0,2016-01-31,1305.94,34.38,186.13,0.0,1085.43,1085.43,0.0,0.0,2016
0,2016-02-07,1252.86,33.15,254.56,0.0,965.15,962.52,2.63,0.0,2016
0,2016-02-14,1247.8,50.84,263.65,0.0,933.31,933.31,0.0,0.0,2016
0,2016-02-21,1282.87,23.61,213.64,0.0,1045.62,1045.62,0.0,0.0,2016
0,2016-02-28,1485.73,9.43,143.74,0.0,1332.56,1327.32,5.24,0.0,2016
0,2016-03-06,1704.24,65.94,401.53,0.0,1236.77,1236.77,0.0,0.0,2016
0,2016-03-13,1822.67,25.87,303.42,0.0,1493.38,1493.38,0.0,0.0,2016
0,2016-03-20,1733.01,14.09,258.37,0.0,1460.55,1460.55,0.0,0.0,2016
0,2016-03-27,1705.39,14.07,98.52,0.0,1592.8,1592.8,0.0,0.0,2016
0,2016-04-03,1903.46,36.34,193.4,0.0,1673.72,1673.72,0.0,0.0,2016
0,2016-04-10,2161.66,7.04,161.85,0.0,1992.77,1992.77,0.0,0.0,2016
0,2016-04-17,2058.73,0.0,374.18,0.0,1684.55,1684.55,0.0,0.0,2016
0,2016-04-24,2328.82,19.94,430.39,0.0,1878.49,1878.49,0.0,0.0,2016
0,2016-05-01,1604.0,5.86,240.42,0.0,1357.72,1357.72,0.0,0.0,2016
0,2016-05-08,2103.64,0.0,536.2,0.0,1567.44,1567.44,0.0,0.0,2016
0,2016-05-15,1259.86,17.4,367.82,0.0,874.64,874.64,0.0,0.0,2016
0,2016-05-22,1193.06,26.72,346.19,0.0,820.15,820.15,0.0,0.0,2016
0,2016-05-29,1117.44,5.82,218.73,0.0,892.89,892.89,0.0,0.0,2016
0,2016-06-05,1007.03,2.33,203.69,0.0,801.01,801.01,0.0,0.0,2016
0,2016-06-12,887.29,4.66,150.28,0.0,732.35,732.35,0.0,0.0,2016
0,2016-06-19,974.27,10.6,149.57,0.0,814.1,814.1,0.0,0.0,2016
0,2016-06-26,1922.75,0.0,162.87,0.0,1759.88,1759.88,0.0,0.0,2016
0,2016-07-03,3529.44,11.65,261.39,0.0,3256.4,3256.4,0.0,0.0,2016
0,2016-07-10,2173.2,31.76,113.57,0.0,2027.87,2027.87,0.0,0.0,2016
0,2016-07-17,2399.74,16.56,201.12,0.0,2182.06,2182.06,0.0,0.0,2016
0,2016-07-24,1811.44,23.66,175.08,0.0,1612.7,1612.7,0.0,0.0,2016
0,2016-07-31,1553.42,29.56,204.54,0.0,1319.32,1319.32,0.0,0.0,2016
0,2016-08-07,1545.79,54.24,206.36,0.0,1285.19,1285.19,0.0,0.0,2016
0,2016-08-14,1609.03,29.39,252.78,0.0,1326.86,1326.86,0.0,0.0,2016
0,2016-08-21,1926.01,19.93,233.25,0.0,1672.83,1672.83,0.0,0.0,2016
0,2016-08-28,1922.46,17.35,200.92,0.0,1704.19,1704.19,0.0,0.0,2016
0,2016-09-04,2194.77,52.26,181.76,0.0,1960.75,1960.75,0.0,0.0,2016
0,2016-09-11,3501.41,128.94,227.69,0.0,3144.78,3144.78,0.0,0.0,2016
0,2016-09-18,2137.53,47.35,194.65,0.0,1895.53,1895.53,0.0,0.0,2016
0,2016-09-25,2019.71,33.22,190.77,0.0,1795.72,1795.72,0.0,0.0,2016
0,2016-10-02,2492.82,51.93,139.63,0.0,2301.26,2301.26,0.0,0.0,2016
0,2016-10-09,2179.44,77.27,155.69,0.0,1946.48,1946.48,0.0,0.0,2016
0,2016-10-16,1939.89,71.5,111.86,0.0,1756.53,1756.53,0.0,0.0,2016
0,2016-10-23,1913.99,37.83,80.72,0.0,1795.44,1795.44,0.0,0.0,2016
0,2016-10-30,1326.8,57.66,93.41,0.0,1175.73,1175.73,0.0,0.0,2016
0,2016-11-06,2674.0,60.08,194.11,0.0,2419.81,2419.81,0.0,0.0,2016
0,2016-11-13,2084.37,75.8,191.07,0.0,1817.5,1817.5,0.0,0.0,2016
0,2016-11-20,1862.7,122.63,197.39,0.0,1542.68,1542.68,0.0,0.0,2016
0,2016-11-27,1646.78,50.76,177.08,0.0,1418.94,1418.94,0.0,0.0,2016
0,2016-12-04,1364.73,100.01,99.17,0.0,1165.55,1165.55,0.0,0.0,2016
0,2016-12-11,1886.63,42.26,156.72,0.0,1687.65,1687.65,0.0,0.0,2016
0,2016-12-18,1472.84,111.34,198.07,0.0,1163.43,1163.43,0.0,0.0,2016
0,2016-12-25,1714.92,77.5,250.13,0.0,1387.29,1387.29,0.0,0.0,2016
0,2017-01-01,1376.7,71.65,192.63,0.0,1112.42,1112.42,0.0,0.0,2017
0,2017-01-08,2229.52,63.46,478.31,0.0,1687.75,1687.75,0.0,0.0,2017
0,2017-01-15,1982.65,82.3,328.02,0.0,1572.33,1572.33,0.0,0.0,2017
0,2017-01-22,1897.07,78.83,128.24,0.0,1690.0,1690.0,0.0,0.0,2017
0,2017-01-29,1795.81,32.53,123.14,0.0,1640.14,1640.14,0.0,0.0,2017
0,2017-02-05,1753.35,26.75,223.33,0.0,1503.27,1503.27,0.0,0.0,2017
0,2017-02-12,1806.4,119.52,170.57,0.0,1516.31,1516.31,0.0,0.0,2017
0,2017-02-19,2523.56,1049.5,141.41,0.0,1332.65,1332.65,0.0,0.0,2017
0,2017-02-26,2185.96,508.31,240.1,0.0,1437.55,1437.55,0.0,0.0,2017
0,2017-03-05,2228.14,241.0,208.79,0.0,1778.35,1778.35,0.0,0.0,2017
0,2017-03-12,2001.95,123.51,206.64,0.0,1671.8,1671.8,0.0,0.0,2017
0,2017-03-19,2763.38,503.14,175.98,0.0,2084.26,2084.26,0.0,0.0,2017
0,2017-03-26,2250.22,166.49,263.32,0.0,1820.41,1820.41,0.0,0.0,2017
0,2017-04-02,3492.87,885.46,362.37,0.0,2245.04,2245.04,0.0,0.0,2017
0,2017-04-09,2209.82,159.65,189.67,0.0,1860.5,1860.5,0.0,0.0,2017
0,2017-04-16,2886.48,265.82,203.84,0.0,2416.82,2416.82,0.0,0.0,2017
0,2017-04-23,2087.6,110.25,182.56,0.0,1794.79,1794.79,0.0,0.0,2017
0,2017-04-30,3046.63,388.81,280.28,0.0,2377.54,2377.54,0.0,0.0,2017
0,2017-05-07,2897.23,89.53,315.14,0.0,2492.56,2492.56,0.0,0.0,2017
0,2017-05-14,4270.28,44.12,450.74,0.0,3775.42,3775.42,0.0,0.0,2017
0,2017-05-21,3184.37,20.33,385.05,0.0,2778.99,2778.99,0.0,0.0,2017
0,2017-05-28,3365.45,11.93,344.88,0.0,3008.64,3008.64,0.0,0.0,2017
0,2017-06-04,3771.39,54.47,352.85,0.0,3364.07,3364.07,0.0,0.0,2017
0,2017-06-11,2719.24,21.33,248.87,0.0,2449.04,2449.04,0.0,0.0,2017
0,2017-06-18,3185.1,366.52,266.88,0.0,2551.7,2551.7,0.0,0.0,2017
0,2017-06-25,2898.81,142.46,295.6,0.0,2460.75,2460.75,0.0,0.0,2017
0,2017-07-02,2268.86,59.41,278.04,0.0,1931.41,1931.41,0.0,0.0,2017
0,2017-07-09,1883.1,38.06,187.9,0.0,1657.14,1657.14,0.0,0.0,2017
0,2017-07-16,2889.03,155.1,274.95,0.0,2458.98,2458.98,0.0,0.0,2017
0,2017-07-23,4233.61,93.39,93.39,0.0,4046.83,4046.83,0.0,0.0,2017
0,2017-07-30,2503.82,55.26,92.99,0.0,2355.57,2355.57,0.0,0.0,2017
0,2017-08-06,2576.49,39.31,331.89,0.0,2205.29,2205.29,0.0,0.0,2017
0,2017-08-13,2259.92,42.86,207.29,0.0,2009.77,2009.77,0.0,0.0,2017
0,2017-08-20,2584.08,61.21,143.82,0.0,2379.05,2379.05,0.0,0.0,2017
0,2017-08-27,2525.28,44.15,210.54,0.0,2270.59,2270.59,0.0,0.0,2017
0,2017-09-03,2022.0,112.42,254.49,0.0,1655.09,1655.09,0.0,0.0,2017
0,2017-09-10,3139.84,45.5,196.27,0.0,2898.07,2894.74,3.33,0.0,2017
0,2017-09-17,3431.2,30.32,215.1,0.0,3185.78,3185.78,0.0,0.0,2017
0,2017-09-24,3627.18,56.82,95.31,0.0,3475.05,3475.05,0.0,0.0,2017
0,2017-10-01,3423.95,31.2,150.24,0.0,3242.51,3242.51,0.0,0.0,2017
0,2017-10-08,5229.43,23.15,341.52,0.0,4864.76,4864.76,0.0,0.0,2017
0,2017-10-15,4522.84,18.71,237.43,0.0,4266.7,4266.7,0.0,0.0,2017
0,2017-10-22,4337.67,3.52,268.83,0.0,4065.32,4061.99,3.33,0.0,2017
0,2017-10-29,5583.79,12.99,180.62,0.0,5390.18,5390.18,0.0,0.0,2017
0,2017-11-05,3425.86,3.56,64.14,0.0,3358.16,3358.16,0.0,0.0,2017
0,2017-11-12,2664.62,0.0,245.71,0.0,2418.91,2418.91,0.0,0.0,2017
0,2017-11-19,2506.38,0.0,252.98,0.0,2253.4,2250.07,3.33,0.0,2017
0,2017-11-26,2841.29,27.75,182.15,0.0,2631.39,2631.39,0.0,0.0,2017
0,2017-12-03,3577.04,118.55,306.55,0.0,3151.94,3151.94,0.0,0.0,2017
0,2017-12-10,3779.98,18.04,262.14,0.0,3499.8,3499.8,0.0,0.0,2017
0,2017-12-17,3513.77,37.46,209.3,0.0,3267.01,3267.01,0.0,0.0,2017
0,2017-12-24,3694.13,31.68,327.39,0.0,3335.06,3335.06,0.0,0.0,2017
0,2017-12-31,3463.85,18.12,198.16,0.0,3247.57,3247.57,0.0,0.0,2017
0,2018-01-07,4816.9,43.51,412.17,0.0,4361.22,4357.89,3.33,0.0,2018
0,2018-01-14,4140.95,7.3,301.87,0.0,3831.78,3831.78,0.0,0.0,2018
0,2018-01-21,3346.54,14.67,253.01,0.0,3078.86,3078.86,0.0,0.0,2018
0,2018-01-28,6987.56,433.66,374.96,0.0,6178.94,6178.94,0.0,0.0,2018
0,2018-02-04,4124.96,118.38,420.36,0.0,3586.22,3586.22,0.0,0.0,2018
0,2018-02-11,3817.93,59.18,289.85,0.0,3468.9,3468.9,0.0,0.0,2018
0,2018-02-18,7566.17,4314.3,251.85,0.0,3000.02,3000.02,0.0,0.0,2018
0,2018-02-25,5356.63,816.56,532.59,0.0,4007.48,4007.48,0.0,0.0,2018
0,2018-03-04,3851.3,311.55,296.77,0.0,3242.98,3239.65,3.33,0.0,2018
0,2018-03-11,2570.52,131.67,229.56,0.0,2209.29,2209.29,0.0,0.0,2018
0,2018-03-18,3154.45,275.89,297.96,0.0,2580.6,2577.27,3.33,0.0,2018
0,2018-03-25,2321.82,42.95,272.41,0.0,2006.46,1996.46,10.0,0.0,2018
1,2015-01-04,3846.69,1500.15,938.35,0.0,1408.19,1071.35,336.84,0.0,2015
1,2015-01-11,3743.82,1613.69,1207.72,0.0,922.41,865.0,57.41,0.0,2015
1,2015-01-18,4294.01,2138.51,989.4,0.0,1166.1,1019.34,146.76,0.0,2015
1,2015-01-25,3047.38,1578.59,735.23,0.0,733.56,533.33,200.23,0.0,2015
1,2015-02-01,7665.7,1565.49,4210.72,0.0,1889.49,1133.33,756.16,0.0,2015
1,2015-02-08,13288.3,1716.38,8656.15,0.0,2915.77,1316.67,1599.1,0.0,2015
1,2015-02-15,7783.29,1449.86,5216.4,0.0,1117.03,700.0,417.03,0.0,2015
1,2015-02-22,10969.92,1780.63,7973.37,0.0,1215.92,83.33,1132.59,0.0,2015
1,2015-03-01,16227.56,1683.31,12002.83,0.0,2541.42,0.0,2541.42,0.0,2015
1,2015-03-08,16026.95,1579.22,11705.02,0.0,2742.71,0.0,2742.71,0.0,2015
1,2015-03-15,13985.95,2004.93,9249.47,0.0,2731.55,0.0,2731.55,0.0,2015
1,2015-03-22,6483.98,1891.11,4197.32,0.0,395.55,0.0,395.55,0.0,2015
1,2015-03-29,5076.62,2016.24,2847.3,0.0,213.08,40.41,172.67,0.0,2015
1,2015-04-05,5558.81,1595.31,3073.37,0.0,890.13,40.46,849.67,0.0,2015
1,2015-04-12,6687.31,1899.54,4739.12,0.0,48.65,40.54,8.11,0.0,2015
1,2015-04-19,6705.06,1820.12,4094.67,0.0,790.27,772.29,17.98,0.0,2015
1,2015-04-26,4447.09,1627.63,2751.73,0.0,67.73,0.0,67.73,0.0,2015
1,2015-05-03,3976.19,1325.62,2650.57,0.0,0.0,0.0,0.0,0.0,2015
1,2015-05-10,5067.95,1878.0,2479.23,0.0,710.72,0.0,710.72,0.0,2015
1,2015-05-17,5157.67,2076.48,2105.43,0.0,975.76,122.05,853.71,0.0,2015
1,2015-05-24,5464.3,1705.34,2707.04,0.0,1051.92,119.44,932.48,0.0,2015
1,2015-05-31,4803.11,1744.63,2484.81,0.0,573.67,97.88,475.79,0.0,2015
1,2015-06-07,4096.05,1467.61,1864.5,0.0,763.94,147.2,616.74,0.0,2015
1,2015-06-14,4484.76,1646.73,2236.3,0.0,601.73,2.73,599.0,0.0,2015
1,2015-06-21,5003.46,1804.59,2660.93,0.0,537.94,0.0,537.94,0.0,2015
1,2015-06-28,6313.67,1896.92,2306.95,0.0,2109.8,0.0,2109.8,0.0,2015
1,2015-07-05,5744.26,1577.43,2748.05,0.0,1418.78,0.0,1418.78,0.0,2015
1,2015-07-12,5946.34,1501.4,2208.56,0.0,2236.38,608.67,1627.71,0.0,2015
1,2015-07-19,7641.69,1571.09,2221.88,0.0,3848.72,1001.85,2846.87,0.0,2015
1,2015-07-26,7888.45,2286.67,2468.79,0.0,3132.99,1537.46,1595.53,0.0,2015
1,2015-08-02,5792.88,1981.77,2627.72,0.0,1183.39,277.57,905.82,0.0,2015
1,2015-08-09,5579.38,2291.03,2855.35,0.0,433.0,49.96,383.04,0.0,2015
1,2015-08-16,6627.48,1953.69,3335.84,0.0,1337.95,1087.61,250.34,0.0,2015
1,2015-08-23,10342.09,2493.75,3862.12,0.0,3986.22,1841.3,2144.92,0.0,2015
1,2015-08-30,9298.19,2349.53,3534.12,0.0,3414.54,1577.97,1836.57,0.0,2015
1,2015-09-06,6736.29,2522.07,3851.76,0.0,362.46,147.77,214.69,0.0,2015
1,2015-09-13,5891.89,2340.17,3395.62,0.0,156.1,11.15,144.95,0.0,2015
1,2015-09-20,5705.15,2378.64,3304.23,0.0,22.28,0.0,22.28,0.0,2015
1,2015-09-27,5392.63,2232.51,3021.0,0.0,139.12,0.0,139.12,0.0,2015
1,2015-10-04,7423.5,2743.66,3550.81,0.0,1129.03,0.0,1129.03,0.0,2015
1,2015-10-11,7279.83,2387.77,3377.79,0.0,1514.27,0.0,1514.27,0.0,2015
1,2015-10-18,5657.95,2169.0,2870.36,0.0,618.59,63.33,555.26,0.0,2015
1,2015-10-25,5476.77,2441.49,2684.67,0.0,350.61,180.0,170.61,0.0,2015
1,2015-11-01,5445.08,2074.17,2536.89,0.0,834.02,290.0,544.02,0.0,2015
1,2015-11-08,5317.73,1904.89,2047.54,0.0,1365.3,843.33,521.97,0.0,2015
1,2015-11-15,3888.18,1643.11,1661.96,0.0,583.11,470.0,113.11,0.0,2015
1,2015-11-22,4015.99,1766.22,2096.22,0.0,153.55,70.0,83.55,0.0,2015
1,2015-11-29,5205.88,1340.82,2104.37,0.0,1760.69,103.33,1657.36,0.0,2015
1,2015-12-06,4400.25,1358.53,1735.98,0.0,1305.74,130.0,1175.74,0.0,2015
1,2015-12-13,3610.91,1589.39,1581.83,0.0,439.69,208.32,231.37,0.0,2015
1,2015-12-20,3973.64,2000.64,1925.52,0.0,47.48,36.66,10.82,0.0,2015
1,2015-12-27,3195.0,1366.31,1652.5,0.0,176.19,103.33,72.86,0.0,2015
1,2016-01-03,7953.26,3970.66,2151.52,0.0,1831.08,1037.38,793.7,0.0,2016
1,2016-01-10,5614.09,2123.47,2121.26,0.0,1369.36,392.02,977.34,0.0,2016
1,2016-01-17,5227.45,2279.53,2471.83,0.0,476.09,203.33,272.76,0.0,2016
1,2016-01-24,6193.73,2193.2,2432.91,0.0,1567.62,713.33,854.29,0.0,2016
1,2016-01-31,6591.53,2689.11,2147.89,0.0,1754.53,1163.33,591.2,0.0,2016
1,2016-02-07,5420.87,1932.23,2613.21,0.0,875.43,160.0,715.43,0.0,2016
1,2016-02-14,5737.5,1825.41,2428.43,0.0,1483.66,346.67,1136.99,0.0,2016
1,2016-02-21,5258.5,2034.56,2318.33,0.0,905.61,503.33,402.28,0.0,2016
1,2016-02-28,5069.92,2039.85,2747.16,0.0,282.91,223.33,59.58,0.0,2016
1,2016-03-06,6619.18,2601.59,3440.3,0.0,577.29,246.67,330.62,0.0,2016
1,2016-03-13,6967.87,2392.51,3420.52,0.0,1154.84,562.71,592.13,0.0,2016
1,2016-03-20,7435.68,2263.17,2989.88,0.0,2182.63,613.33,1569.3,0.0,2016
1,2016-03-27,8926.81,2454.14,3700.8,0.0,2771.87,820.0,1951.87,0.0,2016
1,2016-04-03,9283.54,3529.36,3854.68,0.0,1899.5,993.33,906.17,0.0,2016
1,2016-04-10,7130.98,2789.35,3538.67,0.0,802.96,714.87,88.09,0.0,2016
1,2016-04-17,8352.12,2435.07,3185.3,0.0,2731.75,891.93,1839.82,0.0,2016
1,2016-04-24,9858.95,2236.6,4002.17,0.0,3620.18,1418.66,2201.52,0.0,2016
1,2016-05-01,11049.83,2003.78,4136.67,0.0,4909.38,897.94,4011.44,0.0,2016
1,2016-05-08,9663.49,2105.61,3559.51,0.0,3998.37,1348.54,2649.83,0.0,2016
1,2016-05-15,10861.36,1970.2,3792.08,0.0,5099.08,1442.03,3657.05,0.0,2016
1,2016-05-22,11405.47,2303.59,3734.43,0.0,5367.45,1262.52,4104.93,0.0,2016
1,2016-05-29,8848.72,1866.5,4018.57,0.0,2963.65,883.61,2080.04,0.0,2016
1,2016-06-05,12826.69,1891.62,4901.23,0.0,6033.84,950.42,5083.42,0.0,2016
1,2016-06-12,16462.75,2079.57,5830.96,0.0,8552.22,894.77,7657.45,0.0,2016
1,2016-06-19,16577.89,1602.07,5021.97,0.0,9953.85,588.89,9364.96,0.0,2016
1,2016-06-26,16159.03,2096.1,5307.76,0.0,8755.17,1075.61,7679.56,0.0,2016
1,2016-07-03,20324.1,2065.19,6670.1,0.0,11588.81,1465.71,10123.1,0.0,2016
1,2016-07-10,17311.07,2275.95,6735.0,0.0,8300.12,1524.08,6776.04,0.0,2016
1,2016-07-17,16805.05,2094.03,4551.64,0.0,10159.38,1996.32,8163.06,0.0,2016
1,2016-07-24,11619.75,2682.63,6193.26,0.0,2743.86,1668.45,1075.41,0.0,2016
1,2016-07-31,14463.16,2799.3,5878.73,0.0,5785.13,1371.57,4413.56,0.0,2016
1,2016-08-07,24308.08,2265.89,5919.17,0.0,16123.02,1331.81,14791.21,0.0,2016
1,2016-08-14,13049.21,2514.22,4567.03,0.0,5967.96,1854.73,4113.23,0.0,2016
1,2016-08-21,12432.9,2212.91,4513.56,0.0,5706.43,2478.87,3227.56,0.0,2016
1,2016-08-28,18482.13,1480.15,4894.19,0.0,12107.79,1774.14,10333.65,0.0,2016
1,2016-09-04,15106.95,1585.58,5389.1,0.0,8132.27,2064.77,6067.5,0.0,2016
1,2016-09-11,13016.7,1355.94,4532.39,0.0,7128.37,1772.47,5355.9,0.0,2016
1,2016-09-18,8231.32,1392.93,4819.24,0.0,2019.15,112.67,1906.48,0.0,2016
1,2016-09-25,7914.63,1400.26,4568.2,0.0,1946.17,83.67,1862.5,0.0,2016
1,2016-10-02,7057.34,1714.94,4946.21,0.0,396.19,22.67,373.52,0.0,2016
1,2016-10-09,19264.55,1672.78,4499.81,0.0,13091.96,65.12,13026.84,0.0,2016
1,2016-10-16,17664.37,1142.04,4640.4,0.0,11881.93,47.88,11834.05,0.0,2016
1,2016-10-23,16790.96,979.33,5629.25,0.0,10182.38,11.25,10171.13,0.0,2016
1,2016-10-30,7568.41,1126.99,5373.69,0.0,1067.73,0.0,1067.73,0.0,2016
1,2016-11-06,12410.85,1268.31,5723.98,0.0,5418.56,196.67,5221.89,0.0,2016
1,2016-11-13,11118.24,924.89,3867.3,0.0,6326.05,2042.81,4283.24,0.0,2016
1,2016-11-20,9756.02,917.83,3156.22,0.0,5681.97,1769.48,3912.49,0.0,2016
1,2016-11-27,7754.46,705.54,2515.5,0.0,4533.42,510.0,4023.42,0.0,2016
1,2016-12-04,9990.29,738.64,2945.08,0.0,6306.57,20.0,6286.57,0.0,2016
1,2016-12-11,13253.78,916.64,2803.26,0.0,9533.88,78.11,9455.77,0.0,2016
1,2016-12-18,9420.9,824.62,2790.3,0.0,5805.98,5.58,5800.4,0.0,2016
1,2016-12-25,5456.42,895.62,2981.24,0.0,1579.56,0.0,1579.56,0.0,2016
1,2017-01-01,5342.85,956.73,2862.95,0.0,1523.17,5.55,1517.62,0.0,2017
1,2017-01-08,8244.17,1456.0,5316.57,0.0,1471.6,0.0,1471.6,0.0,2017
1,2017-01-15,6291.29,1129.49,3582.5,0.0,1579.3,0.0,1579.3,0.0,2017
1,2017-01-22,7484.99,1121.56,4738.82,0.0,1624.61,2.79,1621.82,0.0,2017
1,2017-01-29,7330.86,1102.57,4181.73,0.0,2046.56,5.58,2040.98,0.0,2017
1,2017-02-05,9685.15,1418.26,4208.97,0.0,4057.92,35.71,4022.21,0.0,2017
1,2017-02-12,11072.75,1085.35,4061.87,0.0,5925.53,200.31,5725.22,0.0,2017
1,2017-02-19,11866.71,1388.4,3401.6,0.0,7076.71,85.62,6991.09,0.0,2017
1,2017-02-26,24322.77,1111.31,3495.28,0.0,19716.18,150.0,19566.18,0.0,2017
1,2017-03-05,32292.39,2078.48,4175.17,0.0,26038.74,342.28,25696.46,0.0,2017
1,2017-03-12,18563.32,2140.74,4782.95,0.0,11639.63,189.89,11449.74,0.0,2017
1,2017-03-19,11754.42,1756.42,4656.72,0.0,5341.28,125.41,5215.87,0.0,2017
1,2017-03-26,16209.23,1653.21,5804.09,0.0,8751.93,146.67,8605.26,0.0,2017
1,2017-04-02,16943.34,1252.51,6359.96,0.0,9330.87,636.1,8694.77,0.0,2017
1,2017-04-09,24438.67,1358.59,5782.33,0.0,17297.75,1629.46,15668.29,0.0,2017
1,2017-04-16,16411.1,1593.09,7034.18,0.0,7783.83,278.87,7504.96,0.0,2017
1,2017-04-23,13269.05,1704.94,7073.78,0.0,4490.33,147.22,4343.11,0.0,2017
1,2017-04-30,15041.91,1487.72,7556.77,0.0,5997.42,194.73,5802.69,0.0,2017
1,2017-05-07,18229.58,338.98,7980.14,0.0,9910.46,238.99,9671.47,0.0,2017
1,2017-05-14,15466.97,988.48,7007.8,0.0,7470.69,239.81,7230.88,0.0,2017
