region,Date,AveragePrice
8,2017-12-10,1.65
8,2017-12-17,1.39
8,2017-12-24,1.81
8,2017-12-31,1.79
8,2018-01-07,1.83
8,2018-01-14,1.79
8,2018-01-21,1.82
8,2018-01-28,1.72
8,2018-02-04,1.62
8,2018-02-11,1.65
8,2018-02-18,1.66
8,2018-02-25,1.68
8,2018-03-04,1.62
8,2018-03-11,1.66
8,2018-03-18,1.66
8,2018-03-25,1.69
9,2017-06-04,1.65
9,2017-06-11,0.77
9,2017-06-18,1.55
9,2017-06-25,1.46
9,2017-07-02,1.28
9,2017-07-09,1.29
9,2017-07-16,1.82
9,2017-07-23,1.82
9,2017-07-30,1.85
9,2017-08-06,2.06
9,2017-08-13,1.97
9,2017-08-20,1.92
9,2017-08-27,1.95
9,2017-09-03,2.17
9,2017-09-10,2.15
9,2017-09-17,2.14
9,2017-09-24,2.2
9,2017-10-01,2.01
9,2017-10-08,1.94
9,2017-10-15,1.81
9,2017-10-22,1.86
9,2017-10-29,1.87
9,2017-11-05,1.92
9,2017-11-12,1.67
9,2017-11-19,1.66
9,2017-11-26,1.69
9,2017-12-03,1.72
9,2017-12-10,1.69
9,2017-12-17,1.73
9,2017-12-24,1.73
9,2017-12-31,1.36
9,2018-01-07,1.71
9,2018-01-14,1.71
9,2018-01-21,1.6
9,2018-01-28,1.51
9,2018-02-04,1.69
9,2018-02-11,1.59
9,2018-02-18,1.64
9,2018-02-25,1.78
9,2018-03-04,1.68
9,2018-03-11,1.27
9,2018-03-18,1.31
9,2018-03-25,1.66
10,2017-06-04,1.44
10,2017-06-11,0.83
10,2017-06-18,1.14
10,2017-06-25,1.28
10,2017-07-02,1.46
10,2017-07-09,1.38
10,2017-07-16,1.69
10,2017-07-23,1.73
10,2017-07-30,1.61
10,2017-08-06,1.72
10,2017-08-13,1.73
10,2017-08-20,1.8
10,2017-08-27,1.87
10,2017-09-03,2.1
10,2017-09-10,2.13
10,2017-09-17,2.03
10,2017-09-24,2.22
10,2017-10-01,1.91
10,2017-10-08,1.89
10,2017-10-15,1.78
10,2017-10-22,1.68
10,2017-10-29,1.73
10,2017-11-05,1.67
10,2017-11-12,1.53
10,2017-11-19,1.47
10,2017-11-26,1.54
10,2017-12-03,1.54
10,2017-12-10,1.52
10,2017-12-17,1.56
10,2017-12-24,1.54
10,2017-12-31,1.14
10,2018-01-07,1.15
10,2018-01-14,1.3
10,2018-01-21,1.5
10,2018-01-28,1.43
10,2018-02-04,1.47
10,2018-02-11,1.42
10,2018-02-18,1.44
10,2018-02-25,1.57
10,2018-03-04,1.48
10,2018-03-11,1.26
10,2018-03-18,1.2
10,2018-03-25,1.31
11,2017-06-04,1.08
11,2017-06-11,1.35
11,2017-06-18,1.44
11,2017-06-25,1.33
11,2017-07-02,1.02
11,2017-07-09,1.06
11,2017-07-16,1.49
11,2017-07-23,1.57
11,2017-07-30,1.62
11,2017-08-06,1.63
11,2017-08-13,1.68
11,2017-08-20,1.8
11,2017-08-27,1.9
11,2017-09-03,1.81
11,2017-09-10,1.81
11,2017-09-17,1.79
11,2017-09-24,1.68
11,2017-10-01,1.7
11,2017-10-08,1.73
11,2017-10-15,1.71
11,2017-10-22,1.69
11,2017-10-29,1.67
11,2017-11-05,1.64
11,2017-11-12,1.7
11,2017-11-19,1.63
11,2017-11-26,1.65
11,2017-12-03,1.66
11,2017-12-10,1.53
11,2017-12-17,1.41
11,2017-12-24,1.44
11,2017-12-31,1.48
11,2018-01-07,1.45
11,2018-01-14,1.54
11,2018-01-21,1.5
11,2018-01-28,1.45
11,2018-02-04,1.37
11,2018-02-11,1.34
11,2018-02-18,1.36
11,2018-02-25,1.34
11,2018-03-04,1.38
11,2018-03-11,1.3
11,2018-03-18,1.32
11,2018-03-25,1.46
12,2017-06-04,1.97
12,2017-06-11,1.97
12,2017-06-18,1.25
12,2017-06-25,1.17
12,2017-07-02,1.44
12,2017-07-09,1.94
12,2017-07-16,1.83
12,2017-07-23,1.83
12,2017-07-30,1.83
12,2017-08-06,1.95
12,2017-08-13,2.08
12,2017-08-20,2.11
12,2017-08-27,2.16
12,2017-09-03,2.02
12,2017-09-10,2.06
12,2017-09-17,2.02
12,2017-09-24,1.69
12,2017-10-01,1.93
12,2017-10-08,1.97
12,2017-10-15,1.55
12,2017-10-22,1.64
12,2017-10-29,2.01
12,2017-11-05,2.05
12,2017-11-12,1.99
12,2017-11-19,2.01
12,2017-11-26,2.01
12,2017-12-03,1.79
12,2017-12-10,1.67
12,2017-12-17,1.46
12,2017-12-24,1.61
12,2017-12-31,1.48
12,2018-01-07,1.38
12,2018-01-14,1.53
12,2018-01-21,1.55
12,2018-01-28,1.51
12,2018-02-04,1.51
12,2018-02-11,1.55
12,2018-02-18,1.35
12,2018-02-25,1.39
12,2018-03-04,1.55
12,2018-03-11,1.59
12,2018-03-18,1.67
12,2018-03-25,1.6
13,2017-06-04,1.75
13,2017-06-11,0.92
13,2017-06-18,1.51
13,2017-06-25,1.39
13,2017-07-02,1.44
13,2017-07-09,1.47
13,2017-07-16,1.6
13,2017-07-23,1.74
13,2017-07-30,1.61
13,2017-08-06,1.68
13,2017-08-13,1.54
13,2017-08-20,1.59
13,2017-08-27,1.64
13,2017-09-03,1.87
13,2017-09-10,1.88
13,2017-09-17,1.85
13,2017-09-24,2.08
13,2017-10-01,1.75
13,2017-10-08,1.82
13,2017-10-15,1.69
13,2017-10-22,1.61
13,2017-10-29,1.65
13,2017-11-05,1.58
13,2017-11-12,1.42
13,2017-11-19,1.37
13,2017-11-26,1.43
13,2017-12-03,1.39
13,2017-12-10,1.39
13,2017-12-17,1.41
13,2017-12-24,1.37
13,2017-12-31,1.05
13,2018-01-07,1.22
13,2018-01-14,1.32
13,2018-01-21,1.41
13,2018-01-28,1.29
13,2018-02-04,1.32
13,2018-02-11,1.36
13,2018-02-18,1.34
13,2018-02-25,1.45
13,2018-03-04,1.16
13,2018-03-11,1.23
13,2018-03-18,1.2
13,2018-03-25,1.43
14,2017-06-04,2.33
14,2017-06-11,2.39
14,2017-06-18,2.62
14,2017-06-25,2.73
14,2017-07-02,1.97
14,2017-07-09,2.19
14,2017-07-16,1.32
14,2017-07-23,1.27
14,2017-07-30,1.33
14,2017-08-06,1.29
14,2017-08-13,1.18
14,2017-08-20,1.13
14,2017-08-27,1.21
14,2017-09-03,1.26
14,2017-09-10,1.4
14,2017-09-17,1.4
14,2017-09-24,1.46
14,2017-10-01,1.44
14,2017-10-08,1.51
14,2017-10-15,1.41
14,2017-10-22,1.32
14,2017-10-29,1.32
14,2017-11-05,1.52
14,2017-11-12,1.43
14,2017-11-19,1.27
14,2017-11-26,1.3
14,2017-12-03,1.31
14,2017-12-10,1.29
14,2017-12-17,1.28
14,2017-12-24,1.3
14,2017-12-31,1.28
14,2018-01-07,1.25
14,2018-01-14,1.32
14,2018-01-21,1.31
14,2018-01-28,1.26
14,2018-02-04,1.21
14,2018-02-11,1.25
14,2018-02-18,1.29
14,2018-02-25,1.34
14,2018-03-04,1.01
14,2018-03-11,1.32
14,2018-03-18,1.33
14,2018-03-25,1.34
15,2017-06-04,1.69
15,2017-06-11,1.13
15,2017-06-18,1.56
15,2017-06-25,1.59
15,2017-07-02,1.58
15,2017-07-09,1.62
15,2017-07-16,1.64
15,2017-07-23,1.68
15,2017-07-30,1.65
15,2017-08-06,1.65
15,2017-08-13,1.54
15,2017-08-20,1.6
15,2017-08-27,1.73
15,2017-09-03,1.82
15,2017-09-10,1.82
15,2017-09-17,1.84
15,2017-09-24,1.89
15,2017-10-01,1.72
15,2017-10-08,1.7
15,2017-10-15,1.68
15,2017-10-22,1.68
15,2017-10-29,1.7
15,2017-11-05,1.69
15,2017-11-12,1.64
15,2017-11-19,1.53
15,2017-11-26,1.52
15,2017-12-03,1.52
15,2017-12-10,1.49
15,2017-12-17,1.42
15,2017-12-24,1.5
15,2017-12-31,1.29
15,2018-01-07,1.4
15,2018-01-14,1.45
15,2018-01-21,1.41
15,2018-01-28,1.42
15,2018-02-04,1.45
15,2018-02-11,1.44
15,2018-02-18,1.45
15,2018-02-25,1.49
15,2018-03-04,1.33
15,2018-03-11,1.31
15,2018-03-18,1.3
15,2018-03-25,1.47
16,2017-06-04,2.04
16,2017-06-11,2.27
16,2017-06-18,2.09
16,2017-06-25,2.15
16,2017-07-02,2.15
16,2017-07-09,2.23
16,2017-07-16,1.56
16,2017-07-23,1.43
16,2017-07-30,1.59
16,2017-08-06,1.63
16,2017-08-13,1.69
16,2017-08-20,1.68
16,2017-08-27,1.73
16,2017-09-03,1.72
16,2017-09-10,1.51
16,2017-09-17,1.51
16,2017-09-24,1.47
16,2017-10-01,1.5
16,2017-10-08,1.44
16,2017-10-15,1.51
16,2017-10-22,1.48
16,2017-10-29,1.63
16,2017-11-05,1.61
16,2017-11-12,1.56
16,2017-11-19,1.62
16,2017-11-26,1.51
16,2017-12-03,1.46
16,2017-12-10,1.41
16,2017-12-17,1.46
16,2017-12-24,1.46
16,2017-12-31,1.45
16,2018-01-07,1.51
16,2018-01-14,1.45
16,2018-01-21,1.59
16,2018-01-28,1.49
16,2018-02-04,1.5
16,2018-02-11,1.53
16,2018-02-18,1.43
16,2018-02-25,1.42
16,2018-03-04,1.43
16,2018-03-11,1.47
16,2018-03-18,1.47
16,2018-03-25,1.36
17,2017-06-04,2.5
17,2017-06-11,2.62
17,2017-06-18,2.14
17,2017-06-25,2.61
17,2017-07-02,2.67
17,2017-07-09,2.67
17,2017-07-16,1.94
17,2017-07-23,1.95
17,2017-07-30,2.1
17,2017-08-06,2.11
17,2017-08-13,2.26
17,2017-08-20,2.19
17,2017-08-27,2.4
17,2017-09-03,2.21
17,2017-09-10,2.08
17,2017-09-17,1.96
17,2017-09-24,1.82
17,2017-10-01,2.06
17,2017-10-08,1.93
17,2017-10-15,1.81
17,2017-10-22,1.53
17,2017-10-29,1.98
17,2017-11-05,2.17
17,2017-11-12,2.09
17,2017-11-19,2.09
17,2017-11-26,1.9
17,2017-12-03,1.83
17,2017-12-10,1.81
17,2017-12-17,1.93
17,2017-12-24,1.99
17,2017-12-31,1.9
17,2018-01-07,2.03
17,2018-01-14,2.02
17,2018-01-21,2.12
17,2018-01-28,1.9
17,2018-02-04,1.94
17,2018-02-11,2.1
17,2018-02-18,1.48
17,2018-02-25,2.05
17,2018-03-04,1.9
17,2018-03-11,2.15
17,2018-03-18,1.88
17,2018-03-25,2.09
18,2017-06-04,1.11
18,2017-06-11,1.02
18,2017-06-18,1.03
18,2017-06-25,1.3
18,2017-07-02,1.21
18,2017-07-09,1.08
18,2017-07-16,1.41
18,2017-07-23,1.41
18,2017-07-30,1.41
18,2017-08-06,1.4
18,2017-08-13,1.39
18,2017-08-20,1.57
18,2017-08-27,1.89
18,2017-09-03,1.85
18,2017-09-10,1.8
18,2017-09-17,1.92
18,2017-09-24,1.91
18,2017-10-01,1.89
18,2017-10-08,1.84
18,2017-10-15,1.82
18,2017-10-22,1.82
18,2017-10-29,1.82
18,2017-11-05,1.82
18,2017-11-12,1.68
18,2017-11-19,1.56
18,2017-11-26,1.56
18,2017-12-03,1.56
18,2017-12-10,1.51
18,2017-12-17,1.53
18,2017-12-24,1.55
18,2017-12-31,1.36
18,2018-01-07,1.38
18,2018-01-14,1.49
18,2018-01-21,1.41
18,2018-01-28,1.45
18,2018-02-04,1.43
18,2018-02-11,1.4
18,2018-02-18,1.41
18,2018-02-25,1.41
18,2018-03-04,1.37
18,2018-03-11,1.26
18,2018-03-18,1.07
18,2018-03-25,1.31
19,2017-06-04,1.25
19,2017-06-11,0.84
19,2017-06-18,1.27
19,2017-06-25,1.34
19,2017-07-02,1.51
19,2017-07-09,1.38
19,2017-07-16,1.48
19,2017-07-23,1.6
19,2017-07-30,1.49
19,2017-08-06,1.45
19,2017-08-13,1.41
19,2017-08-20,1.64
19,2017-08-27,1.62
19,2017-09-03,1.73
19,2017-09-10,1.69
19,2017-09-17,1.73
19,2017-09-24,1.75
19,2017-10-01,1.68
19,2017-10-08,1.69
19,2017-10-15,1.57
19,2017-10-22,1.48
19,2017-10-29,1.54
19,2017-11-05,1.48
19,2017-11-12,1.49
19,2017-11-19,1.42
19,2017-11-26,1.44
19,2017-12-03,1.42
19,2017-12-10,1.42
19,2017-12-17,1.38
19,2017-12-24,1.4
19,2017-12-31,1.45
19,2018-01-07,1.46
19,2018-01-14,1.46
19,2018-01-21,1.48
19,2018-01-28,1.4
19,2018-02-04,1.36
19,2018-02-11,1.34
19,2018-02-18,1.34
19,2018-02-25,1.45
19,2018-03-04,1.23
19,2018-03-11,1.22
19,2018-03-18,1.2
19,2018-03-25,1.28
20,2017-06-04,2.2
20,2017-06-11,2.12
20,2017-06-18,2.23
20,2017-06-25,2.25
20,2017-07-02,2.25
20,2017-07-09,2.06
20,2017-07-16,2.11
20,2017-07-23,2.04
20,2017-07-30,1.78
20,2017-08-06,2.09
20,2017-08-13,2.0
20,2017-08-20,2.48
20,2017-08-27,2.45
20,2017-09-03,2.42
20,2017-09-10,2.35
20,2017-09-17,2.58
20,2017-09-24,2.57
20,2017-10-01,2.99
20,2017-10-08,2.31
20,2017-10-15,2.55
20,2017-10-22,2.02
20,2017-10-29,2.16
20,2017-11-05,2.04
20,2017-11-12,1.89
20,2017-11-19,1.94
20,2017-11-26,1.87
20,2017-12-03,1.8
20,2017-12-10,1.59
20,2017-12-17,1.61
20,2017-12-24,1.87
20,2017-12-31,1.65
20,2018-01-07,1.43
20,2018-01-14,1.57
20,2018-01-21,1.77
20,2018-01-28,2.01
20,2018-02-04,1.62
20,2018-02-11,1.83
20,2018-02-18,1.89
20,2018-02-25,1.73
20,2018-03-04,1.92
20,2018-03-11,1.53
20,2018-03-18,1.6
20,2018-03-25,1.75
21,2017-06-04,1.72
21,2017-06-11,1.74
21,2017-06-18,1.76
21,2017-06-25,1.67
21,2017-07-02,1.73
21,2017-07-09,1.82
21,2017-07-16,1.89
21,2017-07-23,1.89
21,2017-07-30,1.72
21,2017-08-06,1.74
21,2017-08-13,2.05
21,2017-08-20,2.43
21,2017-08-27,2.47
21,2017-09-03,2.64
21,2017-09-10,2.59
21,2017-09-17,2.39
21,2017-09-24,2.25
21,2017-10-01,2.24
21,2017-10-08,2.25
21,2017-10-15,1.99
21,2017-10-22,1.83
21,2017-10-29,1.93
21,2017-11-05,1.83
21,2017-11-12,1.79
21,2017-11-19,1.95
21,2017-11-26,1.95
21,2017-12-03,1.56
21,2017-12-10,1.68
21,2017-12-17,1.94
21,2017-12-24,1.89
21,2017-12-31,1.55
21,2018-01-07,1.73
21,2018-01-14,1.98
21,2018-01-21,1.91
21,2018-01-28,1.78
21,2018-02-04,1.79
21,2018-02-11,1.7
21,2018-02-18,1.64
21,2018-02-25,1.66
21,2018-03-04,1.66
21,2018-03-11,1.62
21,2018-03-18,1.66
21,2018-03-25,1.65
22,2017-06-04,1.28
22,2017-06-11,1.35
22,2017-06-18,1.37
22,2017-06-25,1.37
22,2017-07-02,1.46
22,2017-07-09,1.42
22,2017-07-16,2.02
22,2017-07-23,2.07
22,2017-07-30,2.1
22,2017-08-06,2.1
22,2017-08-13,2.04
22,2017-08-20,2.16
22,2017-08-27,2.37
22,2017-09-03,2.11
22,2017-09-10,2.32
22,2017-09-17,2.32
22,2017-09-24,2.03
22,2017-10-01,2.1
22,2017-10-08,2.28
22,2017-10-15,2.12
22,2017-10-22,1.99
22,2017-10-29,1.99
22,2017-11-05,1.72
22,2017-11-12,1.98
22,2017-11-19,1.99
22,2017-11-26,2.01
22,2017-12-03,1.77
22,2017-12-10,1.78
22,2017-12-17,1.7
22,2017-12-24,1.8
22,2017-12-31,1.74
22,2018-01-07,1.8
22,2018-01-14,1.68
22,2018-01-21,1.75
22,2018-01-28,1.73
22,2018-02-04,1.6
22,2018-02-11,1.74
22,2018-02-18,1.88
22,2018-02-25,1.74
22,2018-03-04,1.4
22,2018-03-11,1.39
22,2018-03-18,1.72
22,2018-03-25,1.74
23,2017-06-04,1.34
23,2017-06-11,1.0
23,2017-06-18,1.19
23,2017-06-25,1.45
23,2017-07-02,1.26
23,2017-07-09,1.61
23,2017-07-16,1.55
23,2017-07-23,1.6
23,2017-07-30,1.56
23,2017-08-06,1.73
23,2017-08-13,1.67
23,2017-08-20,1.86
23,2017-08-27,1.9
23,2017-09-03,1.98
23,2017-09-10,2.0
23,2017-09-17,2.12
23,2017-09-24,2.21
23,2017-10-01,2.29
23,2017-10-08,2.15
23,2017-10-15,1.88
23,2017-10-22,1.82
23,2017-10-29,1.84
23,2017-11-05,1.7
23,2017-11-12,1.69
23,2017-11-19,1.62
23,2017-11-26,1.63
23,2017-12-03,1.59
23,2017-12-10,1.54
23,2017-12-17,1.57
23,2017-12-24,1.58
23,2017-12-31,1.16
23,2018-01-07,1.38
23,2018-01-14,1.54
23,2018-01-21,1.6
23,2018-01-28,1.48
23,2018-02-04,1.48
23,2018-02-11,1.56
23,2018-02-18,1.59
23,2018-02-25,1.59
23,2018-03-04,1.43
23,2018-03-11,1.35
23,2018-03-18,1.38
23,2018-03-25,1.46
24,2017-06-04,1.97
24,2017-06-11,1.89
24,2017-06-18,1.88
24,2017-06-25,2.02
24,2017-07-02,1.92
24,2017-07-09,1.76
24,2017-07-16,1.44
24,2017-07-23,1.41
24,2017-07-30,1.38
24,2017-08-06,1.5
24,2017-08-13,1.47
24,2017-08-20,1.48
24,2017-08-27,1.55
24,2017-09-03,1.67
24,2017-09-10,1.74
24,2017-09-17,1.76
24,2017-09-24,1.9
24,2017-10-01,2.09
24,2017-10-08,1.97
24,2017-10-15,2.62
24,2017-10-22,2.19
24,2017-10-29,1.84
24,2017-11-05,1.96
24,2017-11-12,1.94
24,2017-11-19,1.63
24,2017-11-26,1.67
24,2017-12-03,1.58
24,2017-12-10,1.48
24,2017-12-17,1.59
24,2017-12-24,1.59
24,2017-12-31,1.48
24,2018-01-07,1.47
24,2018-01-14,1.44
24,2018-01-21,1.46
24,2018-01-28,1.43
24,2018-02-04,1.5
24,2018-02-11,1.4
24,2018-02-18,1.52
24,2018-02-25,1.6
24,2018-03-04,1.56
24,2018-03-11,1.35
24,2018-03-18,1.37
24,2018-03-25,1.34
