Store,Date,Weekly_Sales
6,2012-03-16,1748010.29
6,2012-03-23,1495143.62
6,2012-03-30,1508933.26
6,2012-04-06,1840131.19
6,2012-04-13,1616394.45
6,2012-04-20,1456073.24
6,2012-04-27,1456221.1
6,2012-05-04,1543461.12
6,2012-05-11,1517075.67
6,2012-05-18,1513635.64
6,2012-05-25,1603793.42
6,2012-06-01,1681121.38
6,2012-06-08,1696619.52
6,2012-06-15,1642247.48
6,2012-06-22,1618272.25
6,2012-06-29,1648863.46
6,2012-07-06,1876359.39
6,2012-07-13,1588142.26
6,2012-07-20,1574361.97
6,2012-07-27,1513229.16
6,2012-08-03,1627274.93
6,2012-08-10,1588380.73
6,2012-08-17,1543049.52
6,2012-08-24,1501095.49
6,2012-08-31,1577439.81
6,2012-09-07,1608077.01
6,2012-09-14,1375166.86
6,2012-09-21,1425603.65
6,2012-09-28,1369131.46
6,2012-10-05,1518177.71
6,2012-10-12,1459396.84
6,2012-10-19,1436883.99
6,2012-10-26,1431426.34
7,2012-02-24,603041.14
7,2012-03-02,551058.13
7,2012-03-09,579166.5
7,2012-03-16,669205.73
7,2012-03-23,615997.29
7,2012-03-30,583322.2
7,2012-04-06,621425.98
7,2012-04-13,517420.23
7,2012-04-20,457340.06
7,2012-04-27,467827.75
7,2012-05-04,465198.89
7,2012-05-11,460397.41
7,2012-05-18,468428.3
7,2012-05-25,532739.77
7,2012-06-01,598495.02
7,2012-06-08,642963.75
7,2012-06-15,666942.02
7,2012-06-22,687344.68
7,2012-06-29,704335.41
7,2012-07-06,805642.61
7,2012-07-13,694150.89
7,2012-07-20,686345.69
7,2012-07-27,686365.4
7,2012-08-03,680954.81
7,2012-08-10,675926.3
7,2012-08-17,642450.4
7,2012-08-24,609099.37
7,2012-08-31,586467.16
7,2012-09-07,597876.55
7,2012-09-14,541120.2
7,2012-09-21,530842.25
7,2012-09-28,525545.76
7,2012-10-05,505830.56
7,2012-10-12,503463.93
7,2012-10-19,516424.83
7,2012-10-26,495543.28
8,2012-02-24,928537.54
8,2012-03-02,952264.91
8,2012-03-09,960115.56
8,2012-03-16,921178.39
8,2012-03-23,874223.25
8,2012-03-30,905935.29
8,2012-04-06,1046816.59
8,2012-04-13,909989.45
8,2012-04-20,872288.46
8,2012-04-27,879448.25
8,2012-05-04,937232.09
8,2012-05-11,920128.89
8,2012-05-18,913922.01
8,2012-05-25,895157.44
8,2012-06-01,921161.2
8,2012-06-08,928820.0
8,2012-06-15,916918.7
8,2012-06-22,899449.65
8,2012-06-29,878298.22
8,2012-07-06,936205.5
8,2012-07-13,890488.01
8,2012-07-20,888834.07
8,2012-07-27,838227.52
8,2012-08-03,897076.73
8,2012-08-10,930745.69
8,2012-08-17,896613.19
8,2012-08-24,936373.65
8,2012-08-31,976137.73
8,2012-09-07,932160.37
8,2012-09-14,883569.38
8,2012-09-21,857796.45
8,2012-09-28,884724.41
8,2012-10-05,976436.02
8,2012-10-12,927511.99
8,2012-10-19,900309.75
8,2012-10-26,891671.44
9,2012-02-24,563578.79
9,2012-03-02,619498.28
9,2012-03-09,574955.95
9,2012-03-16,550373.57
9,2012-03-23,550791.32
9,2012-03-30,574985.37
9,2012-04-06,677885.99
9,2012-04-13,578539.86
9,2012-04-20,542819.03
9,2012-04-27,550414.99
9,2012-05-04,586289.08
9,2012-05-11,592572.3
9,2012-05-18,571463.93
9,2012-05-25,547226.0
9,2012-06-01,583648.59
9,2012-06-08,582525.42
9,2012-06-15,564606.1
9,2012-06-22,562173.12
9,2012-06-29,544770.7
9,2012-07-06,578790.36
9,2012-07-13,536537.64
9,2012-07-20,513991.57
9,2012-07-27,495951.0
9,2012-08-03,533887.54
9,2012-08-10,538713.47
9,2012-08-17,535153.47
9,2012-08-24,572887.78
9,2012-08-31,576879.15
9,2012-09-07,565812.29
9,2012-09-14,523427.35
9,2012-09-21,533756.88
9,2012-09-28,516361.06
9,2012-10-05,606755.3
9,2012-10-12,558464.8
9,2012-10-19,542009.46
9,2012-10-26,549731.49
10,2012-02-24,2039415.74
10,2012-03-02,1990371.02
10,2012-03-09,1917483.1
10,2012-03-16,1930814.66
10,2012-03-23,1837457.69
10,2012-03-30,1815760.42
10,2012-04-06,2163384.17
10,2012-04-13,1974687.51
10,2012-04-20,1777166.53
10,2012-04-27,1712987.56
10,2012-05-04,1821364.42
10,2012-05-11,1792345.3
10,2012-05-18,1795152.73
10,2012-05-25,1830939.1
10,2012-06-01,1767471.48
10,2012-06-08,1840491.41
10,2012-06-15,1811562.88
10,2012-06-22,1755334.18
10,2012-06-29,1707481.9
10,2012-07-06,1805999.79
10,2012-07-13,1765571.91
10,2012-07-20,1869967.03
10,2012-07-27,1817603.66
10,2012-08-03,1939440.09
10,2012-08-10,1880436.94
10,2012-08-17,1827797.4
10,2012-08-24,1764984.15
10,2012-08-31,1650285.54
10,2012-09-07,1708283.28
10,2012-09-14,1640168.99
10,2012-09-21,1671857.57
10,2012-09-28,1694862.41
10,2012-10-05,1758971.38
10,2012-10-12,1713889.11
10,2012-10-19,1734834.82
10,2012-10-26,1744349.05
11,2012-02-24,1379473.03
11,2012-03-02,1438383.44
11,2012-03-09,1413382.76
11,2012-03-16,1441884.28
11,2012-03-23,1300593.61
11,2012-03-30,1300104.03
11,2012-04-06,1596325.01
11,2012-04-13,1472752.01
11,2012-04-20,1315356.99
11,2012-04-27,1236238.29
11,2012-05-04,1370251.22
11,2012-05-11,1300147.07
11,2012-05-18,1352442.31
11,2012-05-25,1297335.87
11,2012-06-01,1361595.33
11,2012-06-08,1414343.53
11,2012-06-15,1417875.42
11,2012-06-22,1355680.3
11,2012-06-29,1297028.6
11,2012-07-06,1461129.94
11,2012-07-13,1320239.51
11,2012-07-20,1344483.81
11,2012-07-27,1272395.02
11,2012-08-03,1399341.07
11,2012-08-10,1388973.65
11,2012-08-17,1421307.2
11,2012-08-24,1409515.73
11,2012-08-31,1372872.35
11,2012-09-07,1304584.4
11,2012-09-14,1267675.05
11,2012-09-21,1326132.98
11,2012-09-28,1227430.73
11,2012-10-05,1422794.26
11,2012-10-12,1311965.09
11,2012-10-19,1232073.18
11,2012-10-26,1200729.45
12,2012-02-24,1112034.72
12,2012-03-02,1147636.96
12,2012-03-09,1113208.57
12,2012-03-16,1088498.52
12,2012-03-23,1045419.87
12,2012-03-30,1025382.22
12,2012-04-06,1128765.71
12,2012-04-13,1083811.19
12,2012-04-20,1006486.96
12,2012-04-27,1004252.38
12,2012-05-04,1073433.69
12,2012-05-11,1041995.22
12,2012-05-18,1020486.05
12,2012-05-25,991514.21
12,2012-06-01,981345.2
12,2012-06-08,1086231.47
12,2012-06-15,1019555.51
12,2012-06-22,981386.25
12,2012-06-29,943124.74
12,2012-07-06,1014898.78
12,2012-07-13,960312.75
12,2012-07-20,941550.34
12,2012-07-27,916967.92
12,2012-08-03,958667.23
12,2012-08-10,984689.9
12,2012-08-17,1005003.12
12,2012-08-24,1048101.39
12,2012-08-31,1061943.49
12,2012-09-07,955146.04
12,2012-09-14,885892.37
12,2012-09-21,922735.37
12,2012-09-28,880415.67
12,2012-10-05,979825.92
12,2012-10-12,934917.47
12,2012-10-19,960945.43
12,2012-10-26,974697.6
13,2012-02-24,1929768.03
13,2012-03-02,1969742.76
13,2012-03-09,1986445.65
13,2012-03-16,2025582.62
13,2012-03-23,1904421.74
13,2012-03-30,1948982.7
13,2012-04-06,2271614.76
13,2012-04-13,2057637.86
13,2012-04-20,1955689.12
13,2012-04-27,1970121.65
13,2012-05-04,1995994.51
13,2012-05-11,2080764.17
13,2012-05-18,2131900.55
13,2012-05-25,2043349.41
13,2012-06-01,2035431.39
13,2012-06-08,2182437.9
13,2012-06-15,2152229.11
13,2012-06-22,2094373.0
13,2012-06-29,2037663.71
13,2012-07-06,2184980.35
13,2012-07-13,2002750.99
13,2012-07-20,2053089.32
13,2012-07-27,1914430.53
13,2012-08-03,2044148.23
13,2012-08-10,2041019.92
13,2012-08-17,2095769.18
13,2012-08-24,2059458.25
13,2012-08-31,2073855.42
13,2012-09-07,2165796.31
13,2012-09-14,1919917.03
13,2012-09-21,1938379.66
13,2012-09-28,1927664.11
13,2012-10-05,2041918.74
13,2012-10-12,1999079.44
13,2012-10-19,2018010.15
13,2012-10-26,2035189.66
14,2012-02-24,1875040.16
14,2012-03-02,1926004.99
14,2012-03-09,2020839.31
14,2012-03-16,1941040.5
14,2012-03-23,1893447.71
14,2012-03-30,1905033.01
14,2012-04-06,2376022.26
14,2012-04-13,1912909.69
14,2012-04-20,1875686.44
14,2012-04-27,1784029.95
14,2012-05-04,1949354.29
14,2012-05-11,1987531.05
14,2012-05-18,1932233.17
14,2012-05-25,2030869.61
14,2012-06-01,2049485.49
14,2012-06-08,2099615.88
14,2012-06-15,1905733.68
14,2012-06-22,1660228.88
14,2012-06-29,1591835.02
14,2012-07-06,1862128.95
14,2012-07-13,1544422.35
14,2012-07-20,1553250.16
14,2012-07-27,1479514.66
14,2012-08-03,1656886.46
14,2012-08-10,1648570.03
14,2012-08-17,1660433.3
14,2012-08-24,1621841.33
14,2012-08-31,1613342.19
14,2012-09-07,1904512.34
14,2012-09-14,1554794.22
14,2012-09-21,1565352.46
14,2012-09-28,1522512.2
14,2012-10-05,1687592.16
14,2012-10-12,1639585.61
14,2012-10-19,1590274.72
14,2012-10-26,1704357.62
15,2012-02-24,561137.06
15,2012-03-02,541292.64
15,2012-03-09,545120.67
15,2012-03-16,570611.23
15,2012-03-23,565481.88
15,2012-03-30,557547.25
15,2012-04-06,659950.36
15,2012-04-13,558585.13
15,2012-04-20,534780.57
15,2012-04-27,527402.62
15,2012-05-04,577868.38
15,2012-05-11,579539.95
15,2012-05-18,600050.98
15,2012-05-25,693780.42
15,2012-06-01,663971.26
15,2012-06-08,611390.67
15,2012-06-15,636737.65
15,2012-06-22,687085.6
15,2012-06-29,624099.48
15,2012-07-06,678024.75
15,2012-07-13,591335.5
15,2012-07-20,592369.22
15,2012-07-27,571190.83
15,2012-08-03,590739.62
15,2012-08-10,590453.63
15,2012-08-17,579738.2
15,2012-08-24,606210.77
15,2012-08-31,610185.32
15,2012-09-07,587259.82
15,2012-09-14,527509.76
15,2012-09-21,533161.64
15,2012-09-28,553901.97
15,2012-10-05,573498.64
15,2012-10-12,551799.63
15,2012-10-19,555652.77
15,2012-10-26,558473.6
16,2012-02-24,495720.3
16,2012-03-02,464189.09
16,2012-03-09,495951.66
16,2012-03-16,520850.71
16,2012-03-23,493503.89
16,2012-03-30,485095.41
16,2012-04-06,502662.07
16,2012-04-13,450756.71
16,2012-04-20,436221.26
16,2012-04-27,398445.15
16,2012-05-04,426959.62
16,2012-05-11,479855.0
16,2012-05-18,493506.47
16,2012-05-25,518045.09
16,2012-06-01,532311.93
16,2012-06-08,603618.89
16,2012-06-15,570045.79
16,2012-06-22,581745.72
16,2012-06-29,570162.28
16,2012-07-06,641763.53
16,2012-07-13,569005.06
16,2012-07-20,565297.54
16,2012-07-27,539337.87
16,2012-08-03,584000.71
16,2012-08-10,554036.84
16,2012-08-17,521896.6
16,2012-08-24,551152.15
16,2012-08-31,551837.31
16,2012-09-07,537138.58
16,2012-09-14,526525.16
16,2012-09-21,509942.56
16,2012-09-28,469607.73
16,2012-10-05,471281.68
16,2012-10-12,491817.19
16,2012-10-19,577198.97
16,2012-10-26,475770.14
17,2012-02-24,843864.43
17,2012-03-02,856178.47
17,2012-03-09,860224.98
17,2012-03-16,853136.46
17,2012-03-23,851762.28
17,2012-03-30,872469.03
17,2012-04-06,986922.62
17,2012-04-13,877055.32
17,2012-04-20,1119979.98
17,2012-04-27,925916.65
17,2012-05-04,930121.14
17,2012-05-11,944100.3
17,2012-05-18,968816.33
17,2012-05-25,984881.59
17,2012-06-01,938914.28
17,2012-06-08,987990.24
17,2012-06-15,964169.67
17,2012-06-22,981210.57
17,2012-06-29,982322.24
17,2012-07-06,1046782.52
17,2012-07-13,960746.04
17,2012-07-20,944698.7
17,2012-07-27,907493.24
17,2012-08-03,877813.33
17,2012-08-10,849074.04
17,2012-08-17,844928.17
17,2012-08-24,924299.78
17,2012-08-31,865924.2
17,2012-09-07,1255633.29
17,2012-09-14,1071040.22
17,2012-09-21,938303.28
17,2012-09-28,972716.24
17,2012-10-05,952609.17
17,2012-10-12,919878.34
17,2012-10-19,957356.84
17,2012-10-26,943465.29
18,2012-02-24,1037861.11
18,2012-03-02,1047178.91
18,2012-03-09,1084894.47
18,2012-03-16,1022018.43
18,2012-03-23,1031139.3
18,2012-03-30,1009121.2
18,2012-04-06,1200815.3
18,2012-04-13,998443.5
18,2012-04-20,1025813.8
18,2012-04-27,961186.23
18,2012-05-04,1050027.89
18,2012-05-11,1060433.1
18,2012-05-18,1047444.59
18,2012-05-25,1088446.58
18,2012-06-01,1118313.7
18,2012-06-08,1110479.94
18,2012-06-15,1057425.83
18,2012-06-22,1080357.89
18,2012-06-29,1097006.3
18,2012-07-06,1158247.31
18,2012-07-13,1024784.92
18,2012-07-20,1033543.56
18,2012-07-27,924506.26
18,2012-08-03,1052066.58
18,2012-08-10,967304.07
18,2012-08-17,1048134.24
18,2012-08-24,1145840.91
18,2012-08-31,1117097.23
18,2012-09-07,1083521.24
18,2012-09-14,960476.1
18,2012-09-21,971386.65
18,2012-09-28,1002856.2
18,2012-10-05,1092204.79
18,2012-10-12,1074079.0
18,2012-10-19,1048706.75
18,2012-10-26,1127516.25
19,2012-02-24,1352470.09
19,2012-03-02,1308977.05
19,2012-03-09,1358816.46
19,2012-03-16,1312849.1
19,2012-03-23,1342254.55
19,2012-03-30,1327139.35
19,2012-04-06,1631737.68
19,2012-04-13,1365098.46
19,2012-04-20,1255087.26
19,2012-04-27,1285897.24
19,2012-05-04,1405007.44
19,2012-05-11,1442873.22
19,2012-05-18,1366937.1
19,2012-05-25,1485540.28
19,2012-06-01,1450733.29
19,2012-06-08,1390122.11
19,2012-06-15,1440263.15
19,2012-06-22,1468350.36
19,2012-06-29,1379652.65
19,2012-07-06,1557120.44
19,2012-07-13,1321741.35
19,2012-07-20,1317672.92
19,2012-07-27,1248915.43
19,2012-08-03,1342123.78
19,2012-08-10,1408907.89
19,2012-08-17,1375101.26
19,2012-08-24,1544653.37
19,2012-08-31,1542719.87
19,2012-09-07,1497073.82
19,2012-09-14,1370653.41
19,2012-09-21,1338572.29
19,2012-09-28,1338299.02
19,2012-10-05,1408016.1
19,2012-10-12,1352809.5
19,2012-10-19,1321102.35
19,2012-10-26,1322117.96
20,2012-02-24,2045837.55
20,2012-03-02,2148822.76
20,2012-03-09,2139265.4
20,2012-03-16,2064991.71
20,2012-03-23,1992436.96
20,2012-03-30,2074721.74
20,2012-04-06,2565259.92
20,2012-04-13,2045396.06
20,2012-04-20,1884427.84
20,2012-04-27,1886503.93
20,2012-05-04,2163510.89
20,2012-05-11,2168097.11
20,2012-05-18,2039222.26
20,2012-05-25,2114989.0
20,2012-06-01,2143126.59
20,2012-06-08,2231962.13
20,2012-06-15,2165160.29
20,2012-06-22,2060588.69
20,2012-06-29,2055952.61
20,2012-07-06,2358055.3
20,2012-07-13,2134680.12
20,2012-07-20,1970170.29
20,2012-07-27,1911559.1
20,2012-08-03,2094515.71
20,2012-08-10,2144245.39
20,2012-08-17,2045061.22
20,2012-08-24,2005341.43
20,2012-08-31,2062481.56
20,2012-09-07,2080529.06
20,2012-09-14,2047949.98
20,2012-09-21,2028587.24
20,2012-09-28,2008350.58
20,2012-10-05,2246411.89
20,2012-10-12,2162951.36
20,2012-10-19,1999363.49
20,2012-10-26,2031650.55
21,2012-02-24,747099.07
21,2012-03-02,764385.4
21,2012-03-09,755084.4
21,2012-03-16,767338.32
21,2012-03-23,729759.97
21,2012-03-30,724798.76
21,2012-04-06,761956.58
21,2012-04-13,769319.04
21,2012-04-20,734858.91
21,2012-04-27,674829.58
21,2012-05-04,697645.32
21,2012-05-11,649945.54
21,2012-05-18,700554.16
21,2012-05-25,722891.24
21,2012-06-01,695439.83
21,2012-06-08,707895.72
21,2012-06-15,727049.04
21,2012-06-22,735870.0
21,2012-06-29,716341.39
21,2012-07-06,693013.59
21,2012-07-13,668132.36
21,2012-07-20,691200.33
21,2012-07-27,677789.14
21,2012-08-03,693785.85
21,2012-08-10,700272.01
21,2012-08-17,751963.81
21,2012-08-24,802003.61
21,2012-08-31,763867.59
21,2012-09-07,642827.29
21,2012-09-14,628494.63
21,2012-09-21,667151.46
21,2012-09-28,647097.65
21,2012-10-05,651768.91
21,2012-10-12,653043.44
21,2012-10-19,641368.14
21,2012-10-26,675202.87
22,2012-02-24,912958.95
22,2012-03-02,974866.65
22,2012-03-09,991127.01
22,2012-03-16,966780.01
22,2012-03-23,992774.4
22,2012-03-30,965769.93
22,2012-04-06,1197489.66
22,2012-04-13,939118.24
22,2012-04-20,1000342.87
22,2012-04-27,922539.94
22,2012-05-04,1005083.31
22,2012-05-11,997868.63
22,2012-05-18,986612.02
22,2012-05-25,1047297.38
22,2012-06-01,1102857.37
22,2012-06-08,1061134.37
22,2012-06-15,1061219.19
22,2012-06-22,1112449.3
22,2012-06-29,1053881.78
22,2012-07-06,1097786.14
22,2012-07-13,971361.38
22,2012-07-20,991969.37
22,2012-07-27,925731.21
22,2012-08-03,1007257.83
22,2012-08-10,973812.79
22,2012-08-17,981273.26
22,2012-08-24,1060906.75
22,2012-08-31,1022270.86
22,2012-09-07,996628.8
22,2012-09-14,918049.28
22,2012-09-21,921612.53
22,2012-09-28,976479.51
22,2012-10-05,1009887.36
22,2012-10-12,1004039.84
22,2012-10-19,978027.95
22,2012-10-26,1094422.69
23,2012-02-24,1272948.27
23,2012-03-02,1322852.2
23,2012-03-09,1292724.9
23,2012-03-16,1258364.31
23,2012-03-23,1288154.1
23,2012-03-30,1261964.96
23,2012-04-06,1604605.69
23,2012-04-13,1231752.54
23,2012-04-20,1287899.41
23,2012-04-27,1277758.76
23,2012-05-04,1317379.68
23,2012-05-11,1321914.34
23,2012-05-18,1332952.47
23,2012-05-25,1552934.64
23,2012-06-01,1476144.34
23,2012-06-08,1568048.54
23,2012-06-15,1543667.68
23,2012-06-22,1522042.57
23,2012-06-29,1451782.16
23,2012-07-06,1545370.16
23,2012-07-13,1384921.63
23,2012-07-20,1381339.23
23,2012-07-27,1322932.36
23,2012-08-03,1416926.31
23,2012-08-10,1436311.76
23,2012-08-17,1510131.45
23,2012-08-24,1702220.96
23,2012-08-31,1577468.78
23,2012-09-07,1427162.26
23,2012-09-14,1279041.64
23,2012-09-21,1338627.55
23,2012-09-28,1319035.06
23,2012-10-05,1464616.59
23,2012-10-12,1412925.25
23,2012-10-19,1363155.77
23,2012-10-26,1347454.59
24,2012-02-24,1303233.15
24,2012-03-02,1213994.39
24,2012-03-09,1325835.7
24,2012-03-16,1239299.12
24,2012-03-23,1221723.94
24,2012-03-30,1230106.13
24,2012-04-06,1524734.29
24,2012-04-13,1285783.87
24,2012-04-20,1208654.4
24,2012-04-27,1194334.65
24,2012-05-04,1306551.71
24,2012-05-11,1355391.79
24,2012-05-18,1298809.8
24,2012-05-25,1407897.57
24,2012-06-01,1467722.19
24,2012-06-08,1406313.13
24,2012-06-15,1364445.98
24,2012-06-22,1434709.63
24,2012-06-29,1428869.9
24,2012-07-06,1645097.75
24,2012-07-13,1405475.78
24,2012-07-20,1394299.0
24,2012-07-27,1307339.14
24,2012-08-03,1440374.13
24,2012-08-10,1497054.81
24,2012-08-17,1397970.54
24,2012-08-24,1303726.54
24,2012-08-31,1344558.92
24,2012-09-07,1477134.75
24,2012-09-14,1242909.53
24,2012-09-21,1261158.47
24,2012-09-28,1259278.36
24,2012-10-05,1416720.54
24,2012-10-12,1416301.17
24,2012-10-19,1255414.84
24,2012-10-26,1307182.29
25,2012-02-24,613501.05
25,2012-03-02,643155.89
25,2012-03-09,643711.53
25,2012-03-16,638204.27
25,2012-03-23,672831.78
25,2012-03-30,684348.92
25,2012-04-06,791356.9
25,2012-04-13,658691.56
25,2012-04-20,661566.48
25,2012-04-27,655157.32
25,2012-05-04,696421.72
25,2012-05-11,739866.16
25,2012-05-18,717207.19
25,2012-05-25,783371.02
25,2012-06-01,694765.95
25,2012-06-08,730254.19
25,2012-06-15,753860.89
25,2012-06-22,721601.9
25,2012-06-29,718890.81
25,2012-07-06,753385.55
25,2012-07-13,714093.95
25,2012-07-20,685676.58
25,2012-07-27,659109.53
25,2012-08-03,709724.6
25,2012-08-10,710496.97
25,2012-08-17,728467.72
25,2012-08-24,756527.64
25,2012-08-31,714828.73
25,2012-09-07,671482.9
25,2012-09-14,657241.63
25,2012-09-21,664745.2
25,2012-09-28,683300.84
25,2012-10-05,699536.73
25,2012-10-12,697317.41
25,2012-10-19,685531.85
25,2012-10-26,688940.94
26,2012-02-24,917924.47
26,2012-03-02,955641.74
26,2012-03-09,1028569.01
26,2012-03-16,919503.4
26,2012-03-23,874790.68
26,2012-03-30,922018.43
26,2012-04-06,1116829.23
26,2012-04-13,889670.29
26,2012-04-20,923600.02
26,2012-04-27,911969.0
26,2012-05-04,946573.29
26,2012-05-11,1062548.73
26,2012-05-18,978082.84
26,2012-05-25,1067310.74
26,2012-06-01,1015853.03
26,2012-06-08,1106176.83
26,2012-06-15,1029248.22
26,2012-06-22,1056282.91
26,2012-06-29,1051190.44
26,2012-07-06,1180470.8
26,2012-07-13,1063149.78
26,2012-07-20,1049625.9
26,2012-07-27,1031745.14
26,2012-08-03,1090915.09
26,2012-08-10,1121476.51
26,2012-08-17,1068292.56
26,2012-08-24,1022704.2
26,2012-08-31,1053495.51
26,2012-09-07,1081874.03
26,2012-09-14,986131.94
26,2012-09-21,961084.08
26,2012-09-28,964726.37
26,2012-10-05,1095504.26
26,2012-10-12,1044639.69
26,2012-10-19,975578.02
26,2012-10-26,958619.8
27,2012-02-24,1648602.39
27,2012-03-02,1509323.09
27,2012-03-09,1607343.41
27,2012-03-16,1635984.07
27,2012-03-23,1620839.34
27,2012-03-30,1615494.14
27,2012-04-06,1899013.34
27,2012-04-13,1650405.21
27,2012-04-20,1639999.47
27,2012-04-27,1565498.84
27,2012-05-04,1669388.45
27,2012-05-11,1674306.31
27,2012-05-18,1707158.82
27,2012-05-25,1818906.73
27,2012-06-01,1900638.6
27,2012-06-08,1764756.31
27,2012-06-15,1773500.56
27,2012-06-22,1837884.79
27,2012-06-29,1842555.32
27,2012-07-06,2062224.92
27,2012-07-13,1755889.53
27,2012-07-20,1730913.66
